corp_name,stock_code,kind_code
사람인에이치알,143240,14324
삼아제약,009300,00930
삼일,032280,03228
삼지전자,037460,03746
상상인인더스트리,101000,10100
상아프론테크,089980,08998
새로닉스,042600,04260
서연탑메탈,019770,01977
서울반도체,046890,04689
서울전자통신,027040,02704
서원인텍,093920,09392
서진시스템,178320,17832
서호전기,065710,06571
세보엠이씨,011560,01156
세틀뱅크,234340,23434
셀트리온헬스케어,091990,09199
소마젠,950200,USA15
슈프리마에이치큐,094840,09484
시그네틱스,033170,03317
시노펙스,025320,02532
신영스팩7호,419270,41927
신영스팩7호,419270,41927
신한제7호스팩,366330,36633
씨아이에스,222080,22208
씨앤지하이테크,264660,26466
씨엔알리서치,359090,35909
아세아텍,050860,05086
아시아종묘,154030,15403
아우딘퓨쳐스,227610,22761
아이엘사이언스,307180,30718
아이윈플러스,123010,12301
알에스오토메이션,140670,14067
알톤스포츠,123750,12375
액션스퀘어,205500,20550
에스디생명공학,217480,21748
에스씨엠생명과학,298060,29806
에스엔유,080000,08000
에스텍파마,041910,04191
에이스테크,088800,08880
에이치엠씨제5호스팩,353060,35306
에이티세미콘,089530,08953
에이프로,262260,26226
에이피티씨,089970,08997
에프에스티,036810,03681
엑스큐어,070300,07030
엔시스,333620,33362
엔에스,217820,21782
엔피디,198080,19808
엘비루셈,376190,37619
엘앤씨바이오,290650,29065
엘오티베큠,083310,08331
엠브레인,169330,16933
엠투아이,347890,34789
엠플러스,259630,25963
예스24,053280,05328
오가닉티코스메틱,900300,HKG20
오르비텍,046120,04612
오스테오닉,226400,22640
오토앤,353590,35359
오하임아이엔티,309930,30993
옵트론텍,082210,08221
와이아이케이,232140,23214
와이어블,065530,06553
와이팜,332570,33257
우리산업홀딩스,072470,07247
우양,103840,10384
원익QnC,074600,07460
위지윅스튜디오,299900,29990
유네코,064510,06451
유니트론텍,142210,14221
유아이디,069330,06933
유일에너테크,340930,34093
유진스팩6호,373340,37334
율호,072770,07277
이글루,067920,06792
이루온,065440,06544
이수앱지스,086890,08689
이엘피,063760,06376
이큐셀,160600,16060
이트론,096040,09604
인포마크,175140,17514
일신바이오,068330,06833
잉글우드랩,950140,USA11
제너셈,217190,21719
제노레이,122310,12231
제로투세븐,159580,15958
제룡전기,033100,03310
제주맥주,276730,27673
젬백스,082270,08227
지란지교시큐리티,208350,20835
지엔코,065060,06506
지오엘리먼트,311320,31132
참좋은여행,094850,09485
칩스앤미디어,094360,09436
컴퍼니케이,307930,30793
케이사인,192250,19225
케이씨에스,115500,11550
케이아이엔엑스,093320,09332
켐온,217600,21760
켐트로스,220260,22026
코세스,089890,08989
코엔텍,029960,02996
코웰패션,033290,03329
코윈테크,282880,28288
큐브엔터,182360,18236
크로바하이텍,043590,04359
태웅,044490,04449
테크윙,089030,08903
트루윈,105550,10555
티로보틱스,117730,11773
파라다이스,034230,03423
파이버프로,368770,36877
파인텍,131760,13176
파크시스템스,140860,14086
펄어비스,263750,26375
펩트론,087010,08701
포스코 ICT,022100,02210
폴라리스우노,114630,11463
풍국주정,023900,02390
퓨쳐켐,220100,22010
프리시젼바이오,335810,33581
플래스크,041590,04159
피씨디렉트,051380,05138
피엔에이치테크,239890,23989
피엔케이피부임상연구센타,347740,34774
피플바이오,304840,30484
하나머티리얼즈,166090,16609
하이로닉,149980,14998
하이소닉,106080,10608
하이텍팜,106190,10619
한국유니온제약,080720,08072
한일사료,005860,00586
해성티피씨,059270,05927
현대에이치티,039010,03901
화일약품,061250,06125
효성오앤비,097870,09787
휴럼,353190,35319
휴센텍,215090,21509
휴젤,145020,14502
도부마스크,227420,22742
디피코,163430,16343
빅텐츠,210120,21012
썬테크,217320,21732
씨알푸드,236030,23603
아퓨어스,149300,14930
안지오랩,251280,25128
엔에스엠,238170,23817
엘에이티,311060,31106
유비온,084440,08444
지오씨,135160,13516
파마리서치바이오,217950,21795
AK홀딩스,006840,00684
CJ,001040,00104
DB금융투자,016610,01661
DGB금융지주,139130,13913
KISCO홀딩스,001940,00194
LG디스플레이,034220,03422
LG에너지솔루션,373220,37322
LS,006260,00626
LX인터내셔널,001120,00112
NH프라임리츠,338100,33810
S-Oil,010950,01095
SK바이오사이언스,302440,30244
SK케미칼,285130,28513
SK하이닉스,000660,00066
SNT모티브,064960,06496
계룡건설산업,013580,01358
고려아연,010130,01013
기아,000270,00027
남양유업,003920,00392
남해화학,025860,02586
대상,001680,00168
대성홀딩스,016710,01671
대우조선해양,042660,04266
대한제강,084010,08401
대한제당,001790,00179
더존비즈온,012510,01251
롯데하이마트,071840,07184
만호제강,001080,00108
모나미,005360,00536
문배철강,008420,00842
미창석유공업,003650,00365
백광산업,001340,00134
벽산,007210,00721
부광약품,003000,00300
부국철강,026940,02694
비비안,002070,00207
비상교육,100220,10022
삼성공조,006660,00666
삼성생명,032830,03283
삼양패키징,272550,27255
삼일씨엔에스,004440,00444
삼화전기,009470,00947
삼화페인트공업,000390,00039
샘표,007540,00754
서흥,008490,00849
세하,027970,02797
센트럴인사이트,012600,01260
신라교역,004970,00497
신세계건설,034300,03430
신영와코루,005800,00580
신영증권,001720,00172
신원,009270,00927
아세아시멘트,183190,18319
아시아나IDT,267850,26785
에스디바이오센서,137310,13731
에스엘,005850,00585
에어부산,298690,29869
엘브이엠씨,900140,CYM08
오리온,271560,27156
우리금융지주,316140,31614
웰바이오텍,010600,01060
유니온,000910,00091
유한양행,000100,00010
이리츠코크렙,088260,08826
이월드,084680,08468
일진전기,103590,10359
제일기획,030000,03000
제일연마,001560,00156
조광피혁,004700,00470
조선선재,120030,12003
카카오,035720,03572
컨버즈,109070,10907
케이씨텍,281820,28182
케이티,030200,03020
코리안리,003690,00369
쿠쿠홀딩스,192400,19240
쿠쿠홈시스,284740,28474
크라운제과,264900,26490
크라운해태홀딩스,005740,00574
태림포장,011280,01128
태원물산,001420,00142
티에이치엔,019180,01918
퍼스텍,010820,01082
퍼시스,016800,01680
한국토지신탁,034830,03483
한독,002390,00239
한세엠케이,069640,06964
한솔제지,213500,21350
한솔케미칼,014680,01468
한솔테크닉스,004710,00471
한일현대시멘트,006390,00639
한전기술,052690,05269
한화시스템,272210,27221
해성디에스,195870,19587
현대백화점,069960,06996
현대엘리베이터,017800,01780
형지엘리트,093240,09324
혜인,003010,00301
휴비스,079980,07998
3S,060310,06031
CJ프레시웨이,051500,05150
CNH,023460,02346
DB금융스팩9호,367360,36736
DMS,068790,06879
GRT,900290,HKG21
HLB,028300,02830
HLB제약,047920,04792
HLB테라퓨틱스,115450,11545
IBKS제12호스팩,335870,33587
KG모빌리언스,046440,04644
KMH하이텍,052900,05290
LX세미콘,108320,10832
SBS콘텐츠허브,046140,04614
SK5호스팩,337450,33745
SV인베스트먼트,289080,28908
TPC,048770,04877
TS인베스트먼트,246690,24669
YTN,040300,04030
YW,051390,05139
골든센츄리,900280,CYM16
공구우먼,366030,36603
광무,029480,02948
교보11호스팩,397880,39788
나노캠텍,091970,09197
나무기술,242040,24204
나이스디앤비,130580,13058
나이스정보통신,036800,03680
네오오토,212560,21256
네오이뮨텍,950220,USA14
노바텍,285490,28549
노블엠앤비,106520,10652
누보,332290,33229
뉴보텍,060260,06026
뉴지랩파마,214870,21487
대신정보통신,020180,02018
대원미디어,048910,04891
대호특수강,021040,02104
대화제약,067080,06708
덕우전자,263600,26360
데브시스터즈,194480,19448
동신건설,025950,02595
동아화성,041930,04193
동양파일,228340,22834
디앤씨미디어,263720,26372
디와이씨,310870,31087
디이엔티,079810,07981
라온피플,300120,30012
랩지노믹스,084650,08465
로스웰,900260,HKG19
리메드,302550,30255
린드먼아시아,277070,27707
마크로젠,038290,03829
멀티캠퍼스,067280,06728
모베이스,101330,10133
모아텍,033200,03320
미스터블루,207760,20776
바른손이앤에이,035620,03562
바이오니아,064550,06455
바이오다인,314930,31493
바이오스마트,038460,03846
바텍,043150,04315
배럴,267790,26779
버킷스튜디오,066410,06641
베노홀딩스,206400,20640
보광산업,225530,22553
본느,226340,22634
브릿지바이오,288330,28833
블리츠웨이,369370,36937
비엠티,086670,08667
삼보모터스,053700,05370
삼보산업,009620,00962
삼영엠텍,054540,05454
삼진,032750,03275
상상인,038540,03854
상상인제3호스팩,415580,41558
상상인제3호스팩,415580,41558
서울바이오시스,092190,09219
서울옥션,063170,06317
서울제약,018680,01868
성우테크론,045300,04530
셀리버리,268600,26860
소룩스,290690,29069
소프트캠프,258790,25879
손오공,066910,06691
스카이문스테크놀로지,033790,03379
스튜디오산타클로스,204630,20463
신성델타테크,065350,06535
신한제8호스팩,393360,39336
신화인터텍,056700,05670
실리콘투,257720,25772
싸이버원,356890,35689
싸이토젠,217330,21733
씨유테크,376290,37629
씨이랩,189330,18933
아나패스,123860,12386
아셈스,136410,13641
아이오케이,078860,07886
아이원스,114810,11481
아주IB투자,027360,02736
안랩,053800,05380
알서포트,131370,13137
압타바이오,293780,29378
에너토크,019990,01999
에스맥,097780,09778
에스에이엠티,031330,03133
에스피지,058610,05861
에이비온,203400,20340
에이비프로바이오,195990,19599
에이치앤비디자인,227100,22710
에이팩트,200470,20047
에이프로젠 H&G,109960,10996
에치에프알,230240,23024
에코바이오,038870,03887
에코캡,128540,12854
에코프로,086520,08652
에프앤가이드,064850,06485
에프엔에스테크,083500,08350
엔에이치스팩20호,391060,39106
엘엠에스,073110,07311
엠아이텍,179290,17929
엠에스오토텍,123040,12304
엠케이전자,033160,03316
오션브릿지,241790,24179
오스템,031510,03151
올리패스,244460,24446
와이엠씨,155650,15565
와이엠티,251370,25137
와이제이엠게임즈,193250,19325
와토스코리아,079000,07900
우리넷,115440,11544
원익IPS,240810,24081
위드텍,348350,34835
위메이드플레이,123420,12342
위세아이텍,065370,06537
위지트,036090,03609
윈스,136540,13654
윈텍,320000,32000
유니슨,018000,01800
유니크,011320,01132
이상네트웍스,080010,08001
이스트아시아홀딩스,900110,HKG05
이엔드디,101360,10136
이오플로우,294090,29409
이즈미디어,181340,18134
이퓨쳐,134060,13406
이화공영,001840,00184
인터엠,017250,01725
인피니트헬스케어,071200,07120
장원테크,174880,17488
제노코,361390,36139
제이웨이,058420,05842
젬백스링크,064800,06480
조광ILI,044060,04406
줌인터넷,239340,23934
중앙백신,072020,07202
지니너스,389030,38903
지아이텍,382480,38248
진바이오텍,086060,08606
진시스템,363250,36325
카스,016920,01692
카페24,042000,04200
컴투스,078340,07834
케이에스피,073010,07301
코나아이,052400,05240
코센,009730,00973
코텍,052330,05233
큐로홀딩스,051780,05178
크리스탈신소재,900250,CYM15
크린앤사이언스,045520,04552
클래시스,214150,21415
클리노믹스,352770,35277
투비소프트,079970,07997
팅크웨어,084730,08473
파마리서치,214450,21445
판타지오,032800,03280
팜스토리,027710,02771
포시에스,189690,18969
포인트모바일,318020,31802
폴라리스오피스,041020,04102
푸드나무,290720,29072
피에이치씨,057880,05788
피에이치에이,043370,04337
피제이메탈,128660,12866
하나금융21호스팩,406760,40676
한국전자인증,041460,04146
한국큐빅,021650,02165
한글과컴퓨터,030520,03052
한독크린텍,256150,25615
한창바이오텍,043090,04309
한탑,002680,00268
해성산업,034810,03481
현대에버다임,041440,04144
홈캐스트,064240,06424
휴메딕스,200670,20067
흥구석유,024060,02406
EMB,278990,27899
골프존데카,183410,18341
데이터스트림즈,199150,19915
루켄테크놀러지스,162120,16212
메디젠휴먼케어,236340,23634
블루탑,191600,19160
비엔디생활건강,215050,21505
비엘헬스케어,086220,08622
아이케이세미콘,149010,14901
에스엘에스바이오,246250,24625
엔에스컴퍼니,224760,22476
엔지브이아이,093510,09351
유엑스엔,337840,33784
이비테크,208850,20885
이앤에치,341310,34131
젬,248020,24802
청광건설,140290,14029
코나솔,176590,17659
코나솔,176590,17659
코셋,189350,18935
토마토시스템,393210,39321
프로테옴텍,303360,30336
피엔아이컴퍼니,242350,24235
BGF,027410,02741
DB,012030,01203
E1,017940,01794
HLB글로벌,003580,00358
JW생명과학,234080,23408
KC그린홀딩스,009440,00944
LG유플러스,032640,03264
LS네트웍스,000680,00068
NH올원리츠,400760,40076
SGC에너지,005090,00509
SIMPAC,009160,00916
SNT중공업,003570,00357
SNT홀딩스,036530,03653
SPC삼립,005610,00561
STX엔진,077970,07797
경동도시가스,267290,26729
경방,000050,00005
고려제강,002240,00224
광동제약,009290,00929
광주신세계,037710,03771
국보,001140,00114
금비,008870,00887
금호석유화학,011780,01178
대림통상,006570,00657
대신증권,003540,00354
대영포장,014160,01416
대원전선,006340,00634
대원화성,024890,02489
대유에이텍,002880,00288
대한화섬,003830,00383
덕성,004830,00483
도화엔지니어링,002150,00215
동방,004140,00414
동부건설,005960,00596
동성제약,002210,00221
동아타이어,282690,28269
동양고속,084670,08467
동원수산,030720,03072
두산,000150,00015
디티알오토모티브,007340,00734
미원에스씨,268280,26828
삼성에스디에스,018260,01826
삼성중공업,010140,01014
삼양사,145990,14599
삼익악기,002450,00245
삼천리,004690,00469
서울식품공업,004410,00441
성문전자,014910,01491
성창기업지주,000180,00018
세아제강지주,003030,00303
세원이앤씨,091090,09109
세종공업,033530,03353
시디즈,134790,13479
신세계,004170,00417
아세아,002030,00203
에스제이엠홀딩스,025530,02553
영진약품,003520,00352
영풍,000670,00067
영풍제지,006740,00674
유성기업,002920,00292
이수페타시스,007660,00766
이아이디,093230,09323
일진홀딩스,015860,01586
자이에스앤디,317400,31740
제이알글로벌리츠,348950,34895
진양폴리우레탄,010640,01064
참엔지니어링,009310,00931
카카오페이,377300,37730
케이카,381970,38197
코람코에너지리츠,357120,35712
코스맥스,192820,19282
코스맥스비티아이,044820,04482
키움증권,039490,03949
티웨이항공,091810,09181
팬오션,028670,02867
평화산업,090080,09008
포스코인터내셔널,047050,04705
한국ANKOR유전,152550,15255
한국화장품,123690,12369
한국화장품제조,003350,00335
한라,014790,01479
한미반도체,042700,04270
한미사이언스,008930,00893
한섬,020000,02000
한세실업,105630,10563
한솔홈데코,025750,02575
한전산업,130660,13066
한진칼,180640,18064
한컴라이프케어,372910,37291
한화손해보험,000370,00037
핸즈코퍼레이션,143210,14321
현대모비스,012330,01233
화승엔터프라이즈,241590,24159
화인베스틸,133820,13382
화천기계,010660,01066
효성티앤씨,298020,29802
후성,093370,09337
휠라홀딩스,081660,08166
휴스틸,005010,00501
CJ ENM,035760,03576
DB금융스팩8호,367340,36734
EDGC,245620,24562
FSN,214270,21427
GH신소재,130500,13050
IBKS제13호스팩,351340,35134
JTC,950170,JPN08
JYP Ent.,035900,03590
KBI메탈,024840,02484
KPX생명과학,114450,11445
RFHIC,218410,21841
RF머트리얼즈,327260,32726
UCI,038340,03834
YBM넷,057030,05703
가온칩스,399720,39972
가온칩스,399720,39972
경창산업,024910,02491
고려신용정보,049720,04972
고바이오랩,348150,34815
골드퍼시픽,038530,03853
광진실업,026910,02691
국보디자인,066620,06662
그린플러스,186230,18623
기산텔레콤,035460,03546
나노씨엠에스,247660,24766
네오위즈,095660,09566
네패스,033640,03364
대림제지,017650,01765
대원,007680,00768
대한뉴팜,054670,05467
덕산하이메탈,077360,07736
덕신하우징,090410,09041
동국S&C,100130,10013
동운아나텍,094170,09417
두산테스나,131970,13197
디아이티,110990,11099
디아크,078590,07859
디에스케이,109740,10974
디와이디,219550,21955
디케이앤디,263020,26302
디케이티,290550,29055
라온시큐어,042510,04251
라이트론,069540,06954
라파스,214260,21426
리더스코스메틱,016100,01610
마이더스AI,222810,22281
마이크로컨텍솔,098120,09812
메디프론,065650,06565
메지온,140410,14041
모비릭스,348030,34803
미디어젠,279600,27960
미래나노텍,095500,09550
미래에셋대우스팩 5호,353490,35349
바른전자,064520,06452
바이오플러스,099430,09943
바이젠셀,308080,30808
베스파,299910,29991
뷰웍스,100120,10012
비에이치,090460,09046
비올,335890,33589
비츠로셀,082920,08292
비츠로시스,054220,05422
비츠로테크,042370,04237
비케이홀딩스,050090,05009
빅텍,065450,06545
삼성머스트스팩5호,380320,38032
삼천당제약,000250,00025
서린바이오,038070,03807
서부T&D,006730,00673
서암기계공업,100660,10066
석경에이티,357550,35755
세중,039310,03931
세화피앤씨,252500,25250
셀레믹스,331920,33192
셀리드,299660,29966
소니드,060230,06023
소리바다,053110,05311
솔루에타,154040,15404
수산아이앤티,050960,05096
수젠텍,253840,25384
스맥,099440,09944
시너지이노베이션,048870,04887
신라에스지,025870,02587
신라젠,215600,21560
신일제약,012790,01279
신화콘텍,187270,18727
심텍,222800,22280
쎄니트,037760,03776
씨엔플러스,115530,11553
씨젠,096530,09653
씨티씨바이오,060590,06059
아리온,058220,05822
아비코전자,036010,03601
아이디스홀딩스,054800,05480
아이쓰리시스템,214430,21443
아이티아이즈,372800,37280
알테오젠,196170,19617
애드바이오텍,179530,17953
에스에이티,060540,06054
에스엘바이오닉스,214310,21431
에스엠코어,007820,00782
에스코넥,096630,09663
에스티오,098660,09866
에이치엘사이언스,239610,23961
에이치엠씨제4호스팩,353070,35307
에이테크솔루션,071670,07167
에코프로비엠,247540,24754
에프엔씨엔터,173940,17394
엔브이에이치코리아,067570,06757
엔시트론,101400,10140
엔에프씨,265740,26574
엘컴텍,037950,03795
엠로,058970,05897
엠벤처투자,019590,01959
엠에스씨,009780,00978
연우,115960,11596
연이비앤티,090740,09074
오리엔탈정공,014940,01494
오킨스전자,080580,08058
와이솔,122990,12299
와이엔텍,067900,06790
와이오엠,066430,06643
와이지엔터테인먼트,122870,12287
우원개발,046940,04694
우주일렉트로,065680,06568
웹젠,069080,06908
웹케시,053580,05358
위더스제약,330350,33035
유라테크,048430,04843
유바이오로직스,206650,20665
유일로보틱스,388720,38872
육일씨엔에쓰,191410,19141
이노뎁,303530,30353
이엠코리아,095190,09519
이지바이오,353810,35381
인카금융서비스,211050,21105
인화정공,101930,10193
일지테크,019540,01954
제넨바이오,072520,07252
제이에스티나,026040,02604
제이엠아이,033050,03305
제일바이오,052670,05267
제일전기공업,199820,19982
지나인제약,078650,07865
지더블유바이텍,036180,03618
지엔원에너지,270520,27052
진로발효,018120,01812
차백신연구소,261780,26178
청담글로벌,362320,36232
청담글로벌,362320,36232
체리부로,066360,06636
케이디켐,221980,22198
케이씨티,089150,08915
케이엠더블유,032500,03250
케이옥션,102370,10237
케이피에스,256940,25694
코리아에스이,101670,10167
코맥스,036690,03669
코아스템,166480,16648
쿠콘,294570,29457
큐렉소,060280,06028
큐로컴,040350,04035
큐리언트,115180,11518
큐캐피탈,016600,01660
키이스트,054780,05478
티씨케이,064760,06476
티앤엘,340570,34057
티에스아이,277880,27788
티에스이,131290,13129
티움바이오,321550,32155
파세코,037070,03707
파인테크닉스,106240,10624
팜스빌,318010,31801
팬스타엔터프라이즈,054300,05430
포메탈,119500,11950
푸른저축은행,007330,00733
플레이위드,023770,02377
피피아이,062970,06297
핌스,347770,34777
하나머스트7호스팩,372290,37229
한국파마,032300,03230
한송네오텍,226440,22644
한창산업,079170,07917
핸디소프트,220180,22018
헝셩그룹,900270,HKG16
현대공업,170030,17003
화신정공,126640,12664
휴마시스,205470,20547
휴맥스,115160,11516
휴맥스홀딩스,028080,02808
휴비츠,065510,06551
흥국,010240,01024
데이드림엔터,348840,34884
라이프사이언스테크놀로지,285770,28577
렌딩머신,179720,17972
로보쓰리,238500,23850
메디쎄이,200580,20058
명진홀딩스,267060,26706
미래엔에듀파트너,208890,20889
바이오인프라생명과학,266470,26647
베른,322190,32219
셀젠텍,258250,25825
수프로,185190,18519
스템랩,258540,25854
에스엠비나,299670,29967
에이원알폼,234070,23407
이노진,344860,34486
이성씨엔아이,379390,37939
제노텍,066830,06683
파워풀엑스,266870,26687
DB하이텍,000990,00099
DL이앤씨,375500,37550
HDC현대EP,089470,08947
HSD엔진,082740,08274
JW중외제약,001060,00106
LF,093050,09305
POSCO홀딩스,005490,00549
SG세계물산,004060,00406
SK아이이테크놀로지,361610,36161
SUN&L,002820,00282
TCC스틸,002710,00271
TYM,002900,00290
가온전선,000500,00050
경보제약,214390,21439
고려산업,002140,00214
광전자,017900,01790
남광토건,001260,00126
남성,004270,00427
넥센,005720,00572
다우기술,023590,02359
대교,019680,01968
대우부품,009320,00932
대한제분,001130,00113
대호에이엘,069460,06946
동남합성,023450,02345
동양피스톤,092780,09278
동원산업,006040,00604
디와이파워,210540,21054
롯데렌탈,089860,08986
롯데리츠,330590,33059
명신산업,009900,00990
무림P&P,009580,00958
미래에셋맵스리츠,357250,35725
미원상사,002840,00284
방림,003610,00361
사조오양,006090,00609
삼성화재해상보험,000810,00081
삼아알미늄,006110,00611
삼양통상,002170,00217
삼영전자공업,005680,00568
삼진제약,005500,00550
삼화전자공업,011230,01123
새론오토모티브,075180,07518
센트랄모텍,308170,30817
솔루엠,248070,24807
스틱인베스트먼트,026890,02689
신세계I&C,035510,03551
쌍방울,102280,10228
아남전자,008700,00870
알루코,001780,00178
에쓰씨엔지니어링,023960,02396
에이엔피,015260,01526
영흥,012160,01216
오리엔트바이오,002630,00263
오리온홀딩스,001800,00180
와이투솔루션,011690,01169
원림,005820,00582
유니퀘스트,077500,07750
이엔플러스,074610,07461
이지스밸류플러스리츠,334890,33489
일동제약,249420,24942
일신석재,007110,00711
일양약품,007570,00757
일진머티리얼즈,020150,02015
주연테크,044380,04438
지누스,013890,01389
케이비아이동국실업,001620,00162
케이티스카이라이프,053210,05321
코웨이,021240,02124
태경비케이,014580,01458
티웨이홀딩스,004870,00487
파미셀,005690,00569
풀무원,017810,01781
풍산홀딩스,005810,00581
프레스티지바이오파마,950210,SGP07
하이트진로홀딩스,000140,00014
한국단자공업,025540,02554
한국카본,017960,01796
한국콜마홀딩스,024720,02472
한농화성,011500,01150
한라홀딩스,060980,06098
한미약품,128940,12894
한전KPS,051600,05160
한화투자증권,003530,00353
현대약품,004310,00431
현대오토에버,307950,30795
현대해상,001450,00145
현대홈쇼핑,057050,05705
화성산업,002460,00246
CMG제약,058820,05882
CSA 코스믹,083660,08366
HB테크놀러지,078150,07815
IBKS제16호스팩,388790,38879
KD,044180,04418
KG이니시스,035600,03560
KNN,058400,05840
NE능률,053290,05329
NHN한국사이버결제,060250,06025
SBI인베스트먼트,019550,01955
SBW생명과학,151910,15191
SG,255220,25522
SK6호스팩,340350,34035
SM C&C,048550,04855
THQ,192410,19241
구영테크,053270,05327
금강철강,053260,05326
나라엠앤디,051490,05149
나우IB,293580,29358
네오펙트,290660,29066
네패스아크,330860,33086
노을,376930,37693
녹십자엠에스,142280,14228
다올인베스트먼트,298870,29887
다원시스,068240,06824
대동금속,020400,02040
대동기어,008830,00883
대륙제관,004780,00478
대모,317850,31785
대보마그네틱,290670,29067
대성창투,027830,02783
대정화금,120240,12024
대창스틸,140520,14052
동성화인텍,033500,03350
동양에스텍,060380,06038
동양이엔피,079960,07996
동우팜투테이블,088910,08891
디와이피엔에프,104460,10446
디젠스,113810,11381
러셀,217500,21750
레이,228670,22867
매일유업,267980,26798
메가스터디,072870,07287
모다이노칩,080420,08042
모바일어플라이언스,087260,08726
미투온,201490,20149
미투젠,950190,HKG39
바디텍메드,206640,20664
바이오솔루션,086820,08682
부방,014470,01447
뷰노,338220,33822
브이원텍,251630,25163
비나텍,126340,12634
비덴트,121800,12180
비엘팜텍,065170,06517
비투엔,307870,30787
삼강엠앤티,100090,10009
삼영에스앤씨,361670,36167
상신전자,263810,26381
서플러스글로벌,140070,14007
서한,011370,01137
선광,003100,00310
성광벤드,014620,01462
성우전자,081580,08158
세코닉스,053450,05345
센코,347000,34700
소프트센,032680,03268
솔본,035610,03561
스코넥,276040,27604
스킨앤스킨,159910,15991
신진에스엠,138070,13807
신흥에스이씨,243840,24384
심텍홀딩스,036710,03671
쎌바이오텍,049960,04996
씨에스베어링,297090,29709
씨유메디칼,115480,11548
아미노로직스,074430,07443
아바텍,149950,14995
아이디스,143160,14316
아이앤씨,052860,05286
아이에이,038880,03888
아이티엠반도체,084850,08485
아진엑스텍,059120,05912
아톤,158430,15843
아프리카TV,067160,06716
안트로젠,065660,06566
알엔투테크놀로지,148250,14825
압타머사이언스,291650,29165
애머릿지,900100,USA04
액토즈소프트,052790,05279
앤씨앤,092600,09260
에스디시스템,121890,12189
에스앤에스텍,101490,10149
에스엠,041510,04151
에스티아이,039440,03944
에스티큐브,052020,05202
에이치케이,044780,04478
엑사이엔씨,054940,05494
엔비티,236810,23681
엔에스엔,031860,03186
엔에이치스팩21호,391710,39171
엔에이치스팩22호,396770,39677
엘앤케이바이오,156100,15610
엠투엔,033310,03331
오로스테크놀로지,322310,32231
오리콤,010470,01047
오비고,352910,35291
오성첨단소재,052420,05242
우리기술,032820,03282
우리기술투자,041190,04119
우리엔터프라이즈,037400,03740
우리이앤엘,153490,15349
원방테크,053080,05308
원티드랩,376980,37698
월덱스,101160,10116
웰크론한텍,076080,07608
웹스,196700,19670
윙입푸드,900340,HKG32
유니셈,036200,03620
유진기업,023410,02341
유진로봇,056080,05608
이노인스트루먼트,215790,21579
이녹스첨단소재,272290,27229
이라이콤,041520,04152
이베스트투자증권,078020,07802
이엔에프테크놀로지,102710,10271
이엠텍,091120,09112
이원컴포텍,088290,08829
이크레더블,092130,09213
인베니아,079950,07995
인크로스,216050,21605
인탑스,049070,04907
일야,058450,05845
일진파워,094820,09482
제노포커스,187420,18742
제닉,123330,12333
제룡산업,147830,14783
제이브이엠,054950,05495
제이씨케미칼,137950,13795
제이앤티씨,204270,20427
제이엔케이히터,126880,12688
젠큐릭스,229000,22900
중앙에너비스,000440,00044
지놈앤컴퍼니,314130,31413
지앤비에스엔지니어링,382800,38280
지엘팜텍,204840,20484
진매트릭스,109820,10982
창해에탄올,004650,00465
컬러레이,900310,HKG24
케이엔제이,272110,27211
케이엠,083550,08355
케이프,064820,06482
코디,080530,08053
코리아에프티,123410,12341
코오롱티슈진,950160,USA12
콜마비앤에이치,200130,20013
큐라클,365270,36527
크레버스,096240,09624
클라우드에어,036170,03617
키움제6호스팩,413600,41360
키움제6호스팩,413600,41360
타이거일렉,219130,21913
탑코미디어,134580,13458
테스,095610,09561
톱텍,108230,10823
툴젠,199800,19980
티사이언티픽,057680,05768
티피씨글로벌,130740,13074
파워로직스,047310,04731
팬젠,222110,22211
폴라리스세원,234100,23410
프리엠스,053160,05316
플랜티넷,075130,07513
피앤씨테크,237750,23775
하나금융20호스팩,400560,40056
하림지주,003380,00338
하이제6호스팩,377400,37740
한국가구,004590,00459
한국비엔씨,256840,25684
한국정밀기계,101680,10168
한양이엔지,045100,04510
한일진공,123840,12384
헬릭스미스,084990,08499
휴온스,243070,24307
HLB사이언스,343090,34309
나우코스,257990,25799
노브메타파마,229500,22950
대동고려삼,178600,17860
더콘텐츠온,302920,30292
루트락,253610,25361
볼빅,206950,20695
비플라이소프트,148780,14878
뿌리깊은나무들,266170,26617
시큐센,232830,23283
씨엔티드림,286000,28600
엔솔바이오사이언스,140610,14061
인바이츠바이오코아,216400,21640
질경이,233990,23399
켈스,402420,40242
크로넥스,215570,21557
틸론,217880,21788
판도라티비,202960,20296
피노텍,150440,15044
BYC,001460,00146
CJ씨푸드,011150,01115
DB손해보험,005830,00583
GKL,114090,11409
GS글로벌,001250,00125
HDC랩스,039570,03957
HDC현대산업개발,294870,29487
JB금융지주,175330,17533
KC코트렐,119650,11965
KH 필룩스,033180,03318
LG,003550,00355
강남제비스코,000860,00086
계양전기,012200,01220
광명전기,017040,01704
그린케미칼,083420,08342
금호에이치티,214330,21433
깨끗한나라,004540,00454
넷마블,251270,25127
노루홀딩스,000320,00032
대동,000490,00049
대상홀딩스,084690,08469
대웅,003090,00309
대유플러스,000300,00030
대창단조,015230,01523
대현,016090,01609
동아쏘시오홀딩스,000640,00064
동일고무벨트,163560,16356
동일산업,004890,00489
두올,016740,01674
드림텍,192650,19265
롯데손해보험,000400,00040
롯데쇼핑,023530,02353
롯데제과,280360,28036
롯데지주,004990,00499
